id,bathrooms,square_footage,lot_size,year_built,bedrooms,price
45,6,7435,12267,2001,3,$469562.61
60,3,3850,2406,1997,9,$469833.98
66,2,8656,46393,2013,2,$424945.10
16,2,5799,49234,2001,9,$188362.89
79,4,3116,27767,1979,6,$294539.20
80,6,5445,38854,2009,10,$457448.45
29,1,2673,47363,1999,4,$401103.73
53,5,3000,45805,2007,3,$469662.74
98,1,567,11087,2009,10,$469543.17
78,1,5439,21860,1992,2,$100695.25
52,6,7206,17622,2006,7,$184474.85
92,3,1134,8410,2000,9,$404026.25
66,2,8460,33674,2006,1,$429481.52
3,6,9444,34274,2006,2,$194138.12
84,1,2399,8669,2001,3,$109740.42
8,5,6337,29754,1998,3,$352929.06
79,6,3098,39936,2000,9,$298269.02
73,3,3813,44970,1999,5,$321750.60
13,1,5791,42204,2012,4,$75988.73
75,5,4257,6216,2012,8,$167025.40
82,4,7511,9744,1994,4,$236179.00
46,5,7826,31406,2010,6,$231787.52
5,2,3874,38585,2013,5,$363824.67
71,2,1169,29256,2005,10,$263556.46
62,6,9619,19025,2003,4,$465103.90
28,2,7099,31538,2005,3,$276358.40
45,4,9764,41212,1994,7,$276203.91
62,4,5293,28109,2011,7,$133750.67
10,2,4016,30994,2004,6,$117252.59
95,2,6331,27791,2009,5,$59951.48
11,2,1554,23464,2006,1,$304767.29
18,5,5186,8233,2009,6,$213306.60
79,2,8629,6822,1992,4,$454008.33
84,4,2524,43963,1999,4,$252789.58
79,5,2894,18700,2002,1,$280527.65
86,2,5655,2163,1973,7,$140558.79
63,4,2583,48691,2011,10,$54309.30
2,5,8260,1003,2009,4,$288300.16
98,6,2126,44243,2005,7,$376018.61
28,3,8630,32992,2006,8,$276169.66
99,5,3235,12313,2010,8,$279095.75
33,2,3848,43673,1993,5,$56234.26
36,1,2514,49362,1997,2,$149802.59
87,2,6030,29048,2005,9,$66441.95
1,4,1809,1613,2002,10,$277955.97
54,6,9600,10880,2000,1,$165951.42
81,4,4847,48079,1982,6,$82672.46
95,5,5100,4077,1999,4,$161331.66
64,5,6669,29915,2003,7,$477866.59
96,1,9441,9795,1997,8,$257641.77
39,6,2138,5850,1995,10,$106718.63
80,4,7370,44767,2004,10,$447500.46
5,3,6637,13365,2012,9,$297682.47
74,6,7720,17064,1996,6,$485578.82
72,3,2236,42641,2009,10,$271703.81
15,1,4414,3330,2008,10,$132283.81
58,1,5146,28675,2011,4,$394628.51
25,5,6336,29294,1996,5,$108128.87
57,1,4210,32152,1992,9,$364297.49
28,3,4728,24041,1996,5,$65925.94
59,2,7892,19325,2005,5,$369702.29
54,1,6932,40281,2010,4,$193972.43
9,6,3526,47808,2010,10,$417040.76
50,1,6781,30878,2000,3,$272307.82
2,1,5260,23636,1997,7,$346154.49
71,3,5031,38008,2012,5,$298479.46
23,4,2241,22845,2010,7,$215138.96
67,1,2126,44655,1995,3,$492974.15
65,3,3193,26025,2012,9,$132333.96
59,3,4440,42896,1998,7,$256219.72
76,3,2884,27107,2004,4,$183589.35
4,1,9592,7714,1994,5,$468252.13
79,6,4033,13867,1993,6,$499539.66
27,1,1914,33598,1993,9,$369368.35
84,3,8862,32977,2001,9,$236393.03
81,4,3141,21458,1985,9,$269436.57
90,2,6968,12035,2006,4,$58397.98
24,1,3989,5296,2000,9,$311627.14
92,3,1874,19648,1995,7,$390351.56
84,5,4163,49901,2007,4,$84665.93
18,1,6529,7419,2007,3,$498715.72
50,3,8401,18849,2001,2,$160609.16
7,2,3244,49430,1995,9,$130153.53
22,5,8130,21196,2008,2,$226407.59
7,1,3783,1506,1987,10,$247310.32
96,4,9956,3440,1997,6,$60564.30
5,1,4102,37378,2008,4,$239881.75
26,4,740,30323,1964,1,$298670.53
53,6,9770,15574,2006,9,$277736.32
83,4,6813,28434,2009,1,$178318.05
35,5,3043,48623,2002,7,$182186.73
50,4,9113,24302,2009,9,$172605.29
26,6,6720,1441,1997,8,$335345.61
29,4,2897,30205,2006,6,$283545.22
38,5,1177,20338,2010,9,$139595.99
84,3,8738,39114,1993,3,$440478.60
40,1,8645,15494,1998,4,$107504.93
46,1,3237,18154,2012,5,$116219.27
89,2,3193,3751,1991,4,$357872.90
1,3,7601,49632,1984,4,$194493.55
39,5,8349,12920,2010,2,$163190.05
74,5,6886,45045,2004,3,$302838.11
44,1,2429,29183,1984,5,$361125.83
76,3,7985,11146,2006,6,$221951.27
5,1,8705,20027,1996,3,$482510.75
54,5,7158,40057,2001,7,$362033.37
77,3,5794,30042,2005,9,$485811.19
8,3,2206,23925,1998,2,$288589.83
50,4,7980,20980,1985,10,$261233.86
66,1,6246,18219,2013,8,$137273.05
30,6,8267,16840,1993,9,$488435.96
17,4,4929,1451,2007,8,$70974.10
58,2,6161,25539,2008,1,$125527.76
50,6,4321,21991,2009,2,$357469.62
77,3,9019,21924,2010,2,$82906.95
50,3,9427,33027,1993,8,$89350.52
35,3,8313,2830,1994,9,$220715.96
15,3,9420,33044,1992,2,$469644.71
93,1,3590,11847,1999,1,$320051.61
95,6,1313,2172,1993,7,$482400.70
11,4,9530,17042,2010,6,$261340.30
65,1,731,32498,1985,1,$83811.35
6,3,6159,6670,1986,3,$233885.63
41,5,8530,38281,2005,6,$492156.20
14,2,9462,31795,1999,7,$140446.01
99,5,5335,24416,2002,7,$402647.35
38,3,7941,6147,2012,5,$122435.54
81,4,1006,11019,1965,5,$203176.57
9,4,8415,30046,2001,6,$74385.16
30,2,7879,18163,1997,1,$205469.17
10,4,8746,12364,2010,1,$419723.82
20,1,7472,8869,1996,8,$303866.67
26,6,4965,10831,2006,7,$191603.51
93,2,2572,45602,1996,3,$354218.04
33,2,1885,5729,1991,9,$286144.92
20,4,7665,36274,2007,7,$437438.24
59,4,4453,31002,2004,3,$150816.53
33,6,5738,49740,2005,7,$365943.17
99,6,8301,23308,2007,8,$257270.51
92,2,7356,30744,1993,5,$232614.66
45,3,3602,31656,1996,7,$94426.28
20,2,3919,16659,1993,9,$194195.70
60,2,5174,28761,1998,9,$147754.89
29,4,993,7560,2002,8,$488761.30
53,1,682,2935,2011,2,$240541.92
13,4,9930,21423,2010,5,$419922.54
63,6,2773,7078,1993,9,$456221.82
52,2,3505,43428,2012,2,$365295.57
61,2,5885,28806,1993,2,$398171.98
60,2,3967,37192,1985,4,$50301.35
59,6,5306,29996,1987,3,$467590.54
40,4,6588,28622,1993,4,$137641.92
24,1,8512,3760,2011,8,$255831.47
91,3,796,28780,1993,6,$383060.87
100,4,6951,7570,1992,9,$322917.63
37,6,7879,28790,2008,5,$52274.72
72,6,4133,33600,2012,1,$289775.06
26,3,4857,12789,1963,8,$292358.29
34,6,4232,26536,2006,10,$322922.12
39,6,6475,21081,2003,9,$99764.87
70,4,4645,40784,2003,7,$100132.52
86,1,7923,6674,2009,4,$144113.75
99,5,6504,21670,1989,8,$321033.76
80,5,7152,38796,2010,10,$224034.54
60,4,8587,35641,1998,8,$473978.34
8,5,734,27465,2001,3,$472709.09
56,3,1072,38321,2012,1,$328682.61
9,2,9309,12123,2009,5,$454028.55
13,5,4525,40698,2005,4,$372950.90
60,4,5026,33769,2001,5,$398348.82
68,1,7975,37509,1973,1,$223974.36
83,4,4215,17972,2011,10,$323330.62
39,4,3421,23418,2012,10,$285844.91
90,5,3203,41387,2011,6,$99125.22
50,1,3306,39647,2008,6,$497073.35
60,6,3603,16940,2001,7,$134102.67
68,3,4441,27981,2001,10,$341073.62
33,1,5751,11602,1997,5,$426017.56
53,4,9939,47759,2003,7,$409072.79
4,5,7307,36291,2008,2,$400121.63
71,6,549,18518,2012,2,$352685.60
94,5,6498,34698,1998,7,$276632.98
15,1,9219,7918,2011,7,$288879.38
44,3,5894,24669,2012,2,$444829.93
20,2,2867,36921,2008,2,$214709.31
59,5,5561,2758,2001,5,$249573.86
23,2,5825,23619,2013,3,$147760.86
83,4,9187,47526,2007,8,$51060.19
76,2,911,46236,2011,1,$57790.42
85,2,3230,12869,2006,7,$435102.85
45,2,4299,28925,1989,6,$251852.60
46,3,5649,47692,2009,6,$238171.50
14,6,6772,32163,1995,10,$453694.16
98,3,6437,21036,2010,6,$286630.47
5,1,1863,41800,2011,6,$194513.12
68,1,9701,5159,2009,5,$332577.54
53,4,6124,6820,1992,2,$203372.56
92,1,6600,17792,2004,4,$390898.97
99,4,2732,41386,1963,6,$133525.32
42,2,5264,27391,1998,7,$345521.40
14,1,8918,26593,1992,3,$308437.00
67,5,4849,4447,1998,3,$209826.22
2,1,5704,14488,2012,4,$97975.17
51,6,8960,16791,2005,3,$236863.27
2,1,7006,19234,1994,3,$496312.56
43,1,8866,24200,2009,2,$266452.34
80,1,7430,17036,2004,5,$142642.95
96,2,6333,32069,1996,5,$144423.12
68,4,5430,31807,1948,3,$273743.30
70,1,7165,17428,2002,9,$226772.63
10,5,1097,22473,1985,6,$235034.42
21,6,8886,10230,2005,1,$87699.74
18,5,6024,9022,1987,4,$441745.01
13,2,5419,49369,1985,3,$234256.56
94,4,506,8283,2012,4,$83245.60
98,4,7697,10178,2005,9,$253730.60
15,4,1054,20830,2008,1,$129161.52
86,1,9383,9734,2012,9,$268005.97
86,2,3170,14532,1996,7,$255793.27
80,2,3001,31261,1995,2,$467425.97
73,2,6193,33633,1995,5,$203291.38
17,3,8904,41065,2003,2,$287355.95
32,1,6562,34697,2004,9,$74038.57
31,6,3092,13626,1999,8,$211209.60
70,5,2006,31494,2005,8,$300748.75
99,1,9477,2384,1991,5,$140441.20
29,6,4123,3511,1996,7,$281139.57
2,6,2751,43041,1999,2,$78097.85
38,6,9564,14791,2000,5,$497608.84
68,1,7111,36854,1997,4,$110081.07
12,5,1823,3386,1987,4,$127009.59
88,2,4812,41493,2008,9,$490783.31
59,1,5252,42695,2009,1,$369390.55
95,2,4024,19970,1990,5,$254161.27
36,1,6261,49431,2011,6,$267272.93
8,3,3320,13951,2002,7,$194164.91
90,3,3855,20891,1966,9,$246515.99
41,3,6391,45733,2000,7,$473322.48
72,5,9788,15088,2010,2,$306358.14
2,4,7914,8682,2012,9,$455055.75
19,6,9527,1878,2009,6,$51389.02
44,3,6771,13157,2006,6,$366284.88
60,6,610,22743,1994,8,$137673.47
71,1,4454,28858,1992,9,$136604.19
28,6,7945,23498,2004,3,$135702.50
26,4,1594,18136,1995,9,$495500.61
34,2,9156,6183,2007,9,$427481.45
32,3,561,30212,1982,6,$409453.51
23,3,1880,15993,2003,8,$441079.71
52,5,1073,49957,2007,5,$52199.37
47,4,4292,19548,2008,5,$444320.30
42,4,4392,12515,2009,9,$357722.08
11,5,5577,48452,1996,1,$471297.83
71,2,7296,9233,1993,1,$173451.77
53,4,9447,12290,2004,9,$407710.94
39,6,804,13936,2009,2,$464374.76
55,6,2068,32466,2010,3,$162975.05
34,5,1578,46635,1990,10,$75501.11
68,6,9958,2311,2009,7,$163472.83
71,5,9120,44957,1993,2,$148933.87
14,5,1680,30258,1987,1,$105161.94
86,2,7073,12787,1995,1,$315628.58
28,1,7233,49155,1994,10,$361739.93
59,6,2118,17001,2011,10,$329265.55
51,6,6280,30456,1996,9,$459566.24
63,2,5698,3961,2001,7,$297383.73
80,3,1382,40911,1999,6,$345086.64
41,2,7167,15347,2005,9,$153592.59
74,5,9066,8999,1992,4,$428499.41
81,5,5146,28927,1998,2,$288772.98
81,3,7089,47300,2000,1,$53464.27
16,5,1055,31050,2011,4,$230777.74
33,2,2654,15544,2007,1,$260891.95
62,4,1400,3209,1995,3,$232161.95
79,6,7082,3816,2001,4,$382110.87
19,1,2717,24030,2008,2,$356116.94
51,1,4582,8736,1991,8,$247534.49
57,6,7211,39251,1995,4,$104666.62
57,4,4918,6708,2011,2,$348292.35
56,6,5603,5301,2004,8,$354997.45
84,2,1993,20435,1994,5,$157917.95
38,4,8776,45172,2007,5,$360567.07
71,1,7294,31787,2012,1,$337986.96
44,2,691,16240,2005,7,$204997.07
79,5,8610,48006,2010,7,$307979.43
13,3,9023,44693,1979,8,$175321.20
17,5,7950,20405,2004,1,$64322.35
34,5,1825,39760,2004,7,$196175.85
37,4,8267,20257,1998,6,$115405.50
17,4,3843,40073,2000,1,$73387.37
52,1,3078,43154,1997,5,$266225.39
60,5,2340,11639,2011,4,$163406.36
54,6,6172,1202,2007,7,$120808.72
30,6,978,33926,2007,10,$102573.78
37,2,8565,25410,2001,9,$292459.53
56,3,8294,47165,1962,10,$359567.02
15,5,5496,16750,1993,4,$282420.65
69,6,3605,19471,2004,4,$387407.19
57,5,8807,21718,2012,7,$126817.18
99,1,5543,27266,2013,8,$458743.48
71,5,1327,43262,2011,4,$217061.79
3,1,8099,27658,2004,3,$228093.49
28,5,3031,1410,1984,2,$134056.62
72,1,1811,46098,2007,8,$397186.13
18,2,3056,25142,2001,6,$401060.06
79,1,6248,30902,2008,5,$126976.35
10,6,2201,37605,2004,9,$491786.00
20,3,607,1288,2012,4,$295063.96
8,3,6931,41519,2007,1,$292928.90
52,4,1295,20096,1999,2,$299725.66
68,5,6847,3041,1995,3,$187399.99
89,3,8212,48196,2009,7,$94450.07
98,3,8351,40404,1990,1,$485104.92
66,1,5763,12819,2012,9,$137295.43
69,5,2029,49148,1986,8,$434672.21
2,1,8019,36114,2008,1,$310698.22
18,4,7084,35418,1990,6,$464488.56
34,5,6710,39172,1974,1,$124469.78
78,5,3898,6248,1965,6,$455278.13
21,1,9413,40155,1997,7,$78753.75
5,2,8407,45945,2002,8,$231899.81
55,3,5971,32430,1995,3,$470702.85
65,1,7438,18428,2008,3,$177465.20
25,5,4715,16265,1993,6,$454878.32
4,3,6774,2333,2000,6,$138511.40
48,6,3816,1880,2011,4,$95016.72
28,4,1982,43615,2008,2,$388599.86
12,6,9243,20768,1994,8,$119643.23
9,5,4163,36978,2007,9,$197800.60
52,5,9929,5226,2009,1,$229556.10
95,3,4161,43937,2011,9,$422567.26
55,4,5171,10372,2004,2,$487532.18
26,5,8279,25144,2008,5,$305695.07
74,3,2463,3046,2013,7,$130956.96
91,1,9401,39254,2003,4,$446318.26
3,4,2755,47476,2008,3,$394797.89
